5.297657302399575565e+04 6.043911044457751996e+04 7.160919418407278135e+04 7.343632576804878772e+04 1.000482577038742893e+05 8.473432909534315695e+04 1.090016643201140978e+05 1.022348331259412807e+05 1.043491584549558611e+05 1.079034216038377053e+05 9.647869537946266064e+04 1.014243218376446312e+05 1.025757388001237123e+05 1.039884040658366866e+05 1.089409618171109905e+05 1.097657311891811987e+05 1.104227693909919908e+05 1.104829720704836072e+05 1.096667770098259643e+05
8.033828199985504034e+04 4.421554273730375280e+04 5.368581576939197839e+04 5.261617849209429551e+04 5.447322018707779353e+04 5.273102984086743527e+04 5.379592393309041654e+04 4.443433600539260806e+04 4.610136766279629228e+04 3.800535326050099684e+04 3.702822102864128101e+04 3.667405253166930925e+04 3.841423770364144002e+04 3.787956099811439344e+04 3.788345156374462385e+04 3.863684307322782843e+04 3.760974491269801365e+04 3.758081556777220976e+04 3.795339175638780580e+04
3.179032200731553603e+05 2.842356773416202632e+05 2.641990623051166185e+05 2.388787153598519217e+05 2.084436182491031650e+05 1.974853456047529762e+05 1.832789188115336292e+05 1.667660933037280338e+05 1.651677761088341940e+05 1.573724927844655467e+05 1.563812921368319076e+05 1.567663499526722298e+05 1.577294379372784751e+05 1.589763495258293697e+05 1.570037402067892253e+05 1.567276278553215088e+05 1.566386855088189768e+05 1.562465502995716815e+05 1.565720572723581863e+05
1.517577871443241602e+05 1.077824742526516784e+05 1.043282626048737729e+05 9.206030319025690551e+04 8.955066642449991195e+04 8.105000535272750130e+04 8.522679369667560968e+04 7.703612022577937751e+04 7.462963235617706960e+04 7.439355644472739368e+04 7.709460225171946513e+04 7.710435020012715540e+04 8.274445452869421570e+04 8.274632113899906108e+04 8.301007948999805376e+04 8.186417153714424057e+04 8.206382341134041781e+04 8.228724559011006204e+04 8.238607551783566305e+04
1.383329418724874558e+05 1.133861850530033116e+05 1.055147623233784252e+05 1.052037386181821639e+05 9.015843259444780415e+04 7.901520292207326565e+04 8.172642751278865035e+04 7.260863778746439493e+04 7.200769295126771613e+04 6.900625732863829762e+04 7.210258526072015229e+04 7.956734574371366762e+04 8.148313220280852693e+04 8.424748248423478799e+04 8.399300270316464594e+04 8.000009555096736585e+04 8.332521529717199155e+04 8.389335773663238797e+04 8.400224855685666262e+04
1.217798916460900509e+05 9.223286195442096505e+04 9.107792613784765126e+04 6.998278010699170409e+04 7.363225141541479388e+04 6.279263242255694786e+04 7.257894959048637247e+04 7.419695688718787278e+04 7.352601312261093699e+04 6.482592254672817216e+04 6.305518279897537286e+04 6.360729248391356668e+04 6.786964457362175744e+04 6.429256078958409489e+04 6.609578987041233631e+04 6.718650537493455340e+04 6.696538990634697257e+04 6.664961794155984535e+04 6.716276201476044662e+04
2.499969068902182044e+05 2.977123425017673871e+05 2.924077477186013712e+05 2.797766009803840425e+05 3.138804708910767804e+05 2.989557049306369154e+05 2.918733979322917876e+05 2.818556918819291750e+05 2.674394122614531079e+05 2.717094768060366623e+05 2.694105135996601894e+05 2.713892231987057021e+05 2.727595950596435578e+05 2.680437294756954070e+05 2.715895385486664018e+05 2.706165297349669272e+05 2.657673251330999192e+05 2.688579519189203857e+05 2.700256613517640508e+05
1.666612838781573810e+05 1.125616884801022825e+05 1.634092142307140748e+05 1.620104141551462817e+05 1.523608068640112760e+05 1.409765309124091000e+05 1.296456074838006607e+05 1.283452882613199617e+05 1.289799714642509061e+05 1.254617675898822636e+05 1.234393826502442098e+05 1.272208378630754160e+05 1.262512148066999507e+05 1.277837358895768994e+05 1.304213987271240767e+05 1.321815313754552626e+05 1.331454635082606983e+05 1.331192163370371563e+05 1.350348687331585970e+05
4.046090951643863809e+04 7.361670092157210456e+04 9.117796779029243044e+04 8.899022432037918770e+04 9.537927214390422159e+04 8.783924634292861447e+04 9.630133479212579550e+04 8.903585678708493651e+04 1.151656492539893370e+05 1.163866191619042220e+05 1.232359718815590168e+05 1.265339466625045316e+05 1.283549807515753782e+05 1.283369313670494739e+05 1.326853167099575221e+05 1.325096709202627826e+05 1.322569740427674260e+05 1.320879630629205494e+05 1.321563138878307363e+05
1.705663853537075629e+05 1.322922561503642064e+05 1.354084757469485921e+05 1.206384444008058490e+05 1.084627006923974113e+05 9.842655612186108192e+04 1.028858920721917675e+05 8.961265291052807879e+04 9.047334853622800438e+04 8.990787685744947521e+04 9.086937132281393860e+04 9.278926067622166011e+04 9.236200068618102523e+04 9.241417829812175478e+04 9.238138405029509158e+04 9.219614374356970075e+04 9.119695961621378956e+04 9.143357973702889285e+04 9.102998063724745589e+04
